stunde;theta_e;I_N;I_N_dir;I_N_dif;I_E;I_E_dir;I_E_dif;I_S;I_S_dir;I_S_dif;I_W;I_W_dir;I_W_dif;I_H;I_H_dir;I_H_dif
2029;23.7;133.803;0.0;133.803;133.803;0.0;133.803;771.327;637.524;133.803;246.374;112.571;133.803;863.355;822.078;41.276
2030;27.2;117.075;0.0;117.075;117.075;0.0;117.075;679.254;562.179;117.075;473.325;356.25;117.075;770.96;728.331;42.63
2031;27;89.503;0.0;89.503;89.503;0.0;89.503;552.802;463.299;89.503;647.645;558.142;89.503;632.388;607.318;25.07
2032;26.9;52.338;0.0;52.338;52.338;0.0;52.338;380.383;328.045;52.338;734.446;682.108;52.338;447.483;441.015;6.468
2033;26.7;37.933;0.0;37.933;37.933;0.0;37.933;202.687;164.753;37.933;687.396;649.462;37.933;247.485;235.912;11.573
2034;23.4;23.075;0.0;23.075;23.075;0.0;23.075;51.923;28.848;23.075;419.929;396.854;23.075;71.846;56.107;15.739
2035;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2036;16.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2037;16.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2038;16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2039;15.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2040;13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2041;10.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2042;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2043;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2044;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2045;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2046;9.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2047;11.1;35.535;0.0;35.535;435.796;400.261;35.535;50.921;15.386;35.535;35.535;0.0;35.535;156.312;44.312;112
2048;12.8;119.761;0.0;119.761;813.478;693.717;119.761;268.919;149.159;119.761;119.761;0.0;119.761;396.01;227.01;169
2049;15.6;146.67;0.0;146.67;928.508;781.837;146.67;482.879;336.209;146.67;146.67;0.0;146.67;604.309;466.276;138.034
2050;18.3;158.691;0.0;158.691;811.889;653.198;158.691;646.493;487.803;158.691;158.691;0.0;158.691;766.283;653.239;113.044
2051;21.1;154.005;0.0;154.005;594.996;440.992;154.005;760.766;606.762;154.005;154.005;0.0;154.005;868.56;799.529;69.031
2052;21.7;148.845;0.0;148.845;310.956;162.111;148.845;789.606;640.761;148.845;148.845;0.0;148.845;898.245;838.564;59.681
2053;22.2;133.969;0.0;133.969;133.969;0.0;133.969;765.683;631.714;133.969;247.963;113.994;133.969;867.226;826.321;40.905
2054;22.8;117.37;0.0;117.37;117.37;0.0;117.37;674.384;557.014;117.37;475.143;357.773;117.37;775.273;732.766;42.507
2055;21.1;106.774;0.0;106.774;106.774;0.0;106.774;480.607;373.833;106.774;563.417;456.642;106.774;549.681;498.832;50.849
2056;19.5;106.191;0.0;106.191;106.191;0.0;106.191;277.689;171.498;106.191;468.984;362.792;106.191;341.253;235.954;105.298
2057;17.8;73.787;0.0;73.787;73.787;0.0;73.787;118.635;44.848;73.787;255.469;181.682;73.787;167.86;66.631;101.228
2058;15.8;30.713;0.0;30.713;30.713;0.0;30.713;37.851;7.138;30.713;138.163;107.45;30.713;59.716;15.55;44.166
2059;13.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2060;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2061;11.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2062;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2063;10.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2064;9.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2065;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2066;6.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2067;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2068;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2069;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2070;2.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2071;5.2;39.581;0.0;39.581;431.716;392.135;39.581;52.926;13.345;39.581;39.581;0.0;39.581;156.574;45.574;111
2072;7.8;119.97;0.0;119.97;773.091;653.121;119.97;257.361;137.391;119.97;119.97;0.0;119.97;386.625;217.625;169
2073;9.1;142.096;0.0;142.096;851.971;709.875;142.096;443.659;301.563;142.096;142.096;0.0;142.096;564.105;428.429;135.676
2074;10.4;143.826;0.0;143.826;727.741;583.914;143.826;576.242;432.416;143.826;143.826;0.0;143.826;681.207;589.708;91.499
2075;11.7;147.241;0.0;147.241;504.573;357.332;147.241;636.089;488.848;147.241;147.241;0.0;147.241;735.145;654.22;80.925
2076;12.8;144.985;0.0;144.985;273.866;128.881;144.985;654.685;509.7;144.985;144.985;0.0;144.985;747.988;676.703;71.284
2077;13.9;139.369;0.0;139.369;139.369;0.0;139.369;624.137;484.768;139.369;228.759;89.39;139.369;710.899;643.258;67.641
2078;15;132.084;0.0;132.084;132.084;0.0;132.084;548.755;416.67;132.084;403.371;271.286;132.084;628.491;556.618;71.872
2079;12.8;129.513;0.0;129.513;129.513;0.0;129.513;395.489;265.976;129.513;458.98;329.467;129.513;475.587;361.307;114.28
2080;10.5;112.461;0.0;112.461;112.461;0.0;112.461;250.13;137.669;112.461;408.823;296.362;112.461;317.339;193.88;123.459
2081;8.3;74.764;0.0;74.764;74.764;0.0;74.764;118.839;44.074;74.764;258.376;183.612;74.764;170.502;67.98;102.522
2082;6.5;31.286;0.0;31.286;31.286;0.0;31.286;37.87;6.584;31.286;140.68;109.394;31.286;61.117;16.196;44.921
2083;4.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2084;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2085;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2086;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2087;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2088;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2089;-0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2090;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2091;-1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2092;-1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2093;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2094;0.4;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;1;0;1
2095;1.8;41.753;0.0;41.753;464.448;422.696;41.753;54.278;12.525;41.753;41.753;0.0;41.753;166.454;51.454;115
2096;3.3;122.865;0.0;122.865;821.876;699.011;122.865;266.661;143.796;122.865;122.865;0.0;122.865;405.089;237.089;168
2097;7;147.379;0.0;147.379;931.807;784.428;147.379;476.524;329.146;147.379;147.379;0.0;147.379;614.75;479.033;135.718
2098;10.7;158.714;0.0;158.714;810.988;652.274;158.714;637.675;478.962;158.714;158.714;0.0;158.714;775.552;665.192;110.36
2099;14.4;153.882;0.0;153.882;591.594;437.712;153.882;749.243;595.361;153.882;153.882;0.0;153.882;876.26;809.225;67.035
2100;14.4;147.289;0.0;147.289;310.073;162.784;147.289;791.446;644.157;147.289;147.289;0.0;147.289;915.186;867.613;47.573
2101;14.4;138.867;0.0;138.867;138.867;0.0;138.867;768.248;629.381;138.867;257.451;118.584;138.867;891.608;847.227;44.381
2102;14.4;124.91;0.0;124.91;124.91;0.0;124.91;683.722;558.812;124.91;493.739;368.83;124.91;807.036;758.082;48.954
2103;15.2;98.03;0.0;98.03;98.03;0.0;98.03;555.74;457.71;98.03;673.051;575.021;98.03;664.234;633.02;31.214
2104;15.9;60.863;0.0;60.863;60.863;0.0;60.863;381.829;320.966;60.863;764.159;703.296;60.863;474.551;462.769;11.783
2105;16.7;34.019;0.0;34.019;34.019;0.0;34.019;195.536;161.517;34.019;726.492;692.473;34.019;265.134;258.79;6.344
2106;13.2;23.541;0.0;23.541;23.541;0.0;23.541;47.341;23.8;23.541;464.724;441.183;23.541;81.682;66.787;14.895
2107;9.6;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;1;0;1
2108;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2109;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2110;6.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2111;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2112;6.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2113;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2114;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2115;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2116;4.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2117;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2118;6.8;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;1;0;1
2119;10.4;57.002;0.0;57.002;446.738;389.735;57.002;66.838;9.836;57.002;57.002;0.0;57.002;163.585;49.585;114
2120;13.9;123.052;0.0;123.052;780.54;657.488;123.052;255.253;132.201;123.052;123.052;0.0;123.052;395.928;226.928;169
2121;16.3;142.043;0.0;142.043;917.545;775.502;142.043;463.401;321.358;142.043;142.043;0.0;142.043;602.263;479.128;123.135
2122;18.7;152.258;0.0;152.258;793.005;640.747;152.258;618.744;466.486;152.258;152.258;0.0;152.258;758.405;659.78;98.625
2123;21.1;152.115;0.0;152.115;571.701;419.586;152.115;719.5;567.386;152.115;152.115;0.0;152.115;857.398;783.267;74.131
2124;21.8;137.625;0.0;137.625;289.685;152.06;137.625;739.708;602.084;137.625;137.625;0.0;137.625;868.688;822.714;45.974
2125;22.6;119.943;0.0;119.943;119.943;0.0;119.943;701.435;581.493;119.943;231.877;111.935;119.943;822.501;794.104;28.397
2126;23.3;115.578;0.0;115.578;115.578;0.0;115.578;605.513;489.935;115.578;443.411;327.833;115.578;722.68;674.984;47.696
2127;23.5;94.668;0.0;94.668;94.668;0.0;94.668;498.022;403.354;94.668;608.662;513.994;94.668;602.611;567.995;34.616
2128;23.7;73.213;0.0;73.213;73.213;0.0;73.213;351.689;278.476;73.213;694.463;621.25;73.213;439.358;411.132;28.226
2129;23.9;53.985;0.0;53.985;53.985;0.0;53.985;189.52;135.535;53.985;652.439;598.454;53.985;253.948;225.728;28.219
2130;20.7;31.765;0.0;31.765;31.765;0.0;31.765;49.505;17.739;31.765;403.49;371.724;31.765;83.798;57.505;26.293
2131;17.6;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;1;0;1
2132;14.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2133;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2134;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2135;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2136;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2137;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2138;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2139;7.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2140;7.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2141;6.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2142;10.2;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;1;0;1
2143;13.7;46.853;0.0;46.853;468.069;421.216;46.853;55.636;8.783;46.853;46.853;0.0;46.853;174.902;55.902;119
2144;17.2;124.359;0.0;124.359;837.453;713.094;124.359;264.432;140.073;124.359;124.359;0.0;124.359;414.555;250.369;164.186
2145;18.5;145.814;0.0;145.814;928.598;782.785;145.814;466.109;320.295;145.814;145.814;0.0;145.814;618.119;489.225;128.893
2146;19.8;154.721;0.0;154.721;798.413;643.693;154.721;619.315;464.594;154.721;154.721;0.0;154.721;770.609;669.194;101.415
2147;21.1;147.352;0.0;147.352;573.423;426.071;147.352;720.118;572.766;147.352;147.352;0.0;147.352;861.315;803.074;58.241
2148;19.8;137.758;0.0;137.758;288.331;150.573;137.758;734.315;596.557;137.758;137.758;0.0;137.758;872.55;827.005;45.545
2149;18.5;119.723;0.0;119.723;119.723;0.0;119.723;695.816;576.093;119.723;233.007;113.285;119.723;825.837;798.147;27.69
2150;17.2;115.736;0.0;115.736;115.736;0.0;115.736;600.42;484.684;115.736;444.552;328.816;115.736;725.73;678.169;47.561
2151;14.8;102.376;0.0;102.376;102.376;0.0;102.376;482.822;380.445;102.376;594.181;491.805;102.376;591.802;545.528;46.274
2152;12.4;87.171;0.0;87.171;87.171;0.0;87.171;335.096;247.925;87.171;650.428;563.258;87.171;423.392;374.875;48.517
2153;10;68.147;0.0;68.147;68.147;0.0;68.147;179.689;111.542;68.147;575.788;507.641;68.147;244.009;193.23;50.779
2154;8.1;38.594;0.0;38.594;38.594;0.0;38.594;50.624;12.03;38.594;328.383;289.789;38.594;86.178;45.788;40.389
2155;9;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;1;0;1
2156;5.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2157;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2158;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2159;-0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2160;-0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2161;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2162;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2163;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2164;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2165;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2166;3.1;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;1;0;1
2167;5.2;61.461;0.0;61.461;453.681;392.22;61.461;67.922;6.461;61.461;61.461;0.0;61.461;173.202;54.202;119
2168;6.1;125.418;0.0;125.418;786.488;661.069;125.418;252.207;126.789;125.418;125.418;0.0;125.418;406.283;236.038;170.245
2169;8;143.473;0.0;143.473;900.761;757.288;143.473;449.386;305.913;143.473;143.473;0.0;143.473;604.305;478.703;125.601
2170;9.8;150.574;0.0;150.574;773.895;623.321;150.574;596.548;445.974;150.574;150.574;0.0;150.574;750.455;654.198;96.256
2171;11.7;143.24;0.0;143.24;553.746;410.506;143.24;691.801;548.56;143.24;143.24;0.0;143.24;836.632;781.185;55.448
2172;12.4;134.9;0.0;134.9;278.82;143.92;134.9;705.44;570.54;134.9;134.9;0.0;134.9;842.397;802.44;39.957
2173;13.2;129.452;0.0;129.452;129.452;0.0;129.452;665.746;536.293;129.452;237.169;107.717;129.452;792.962;753.81;39.153
2174;13.9;122.822;0.0;122.822;122.822;0.0;122.822;580.958;458.136;122.822;437.955;315.133;122.822;696.616;651.054;45.562
2175;13.5;118.588;0.0;118.588;118.588;0.0;118.588;445.394;326.806;118.588;547.207;428.619;118.588;544.796;477.221;67.575
2176;13.2;109.928;0.0;109.928;109.928;0.0;109.928;293.822;183.894;109.928;535.499;425.571;109.928;377.629;284.835;92.794
2177;12.8;79.914;0.0;79.914;79.914;0.0;79.914;148.952;69.039;79.914;404.038;324.125;79.914;214.884;124.493;90.39
2178;10.6;39.127;0.0;39.127;39.127;0.0;39.127;46.195;7.068;39.127;239.222;200.095;39.127;81.915;32.277;49.638
2179;8.3;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;1;0;1
2180;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2181;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2182;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2183;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2184;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2185;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2186;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2187;5.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2188;5.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2189;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2190;7.2;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;1;0;1
2191;9.5;49.824;0.0;49.824;271.356;221.532;49.824;52.504;2.681;49.824;49.824;0.0;49.824;106.356;31.825;74.532
2192;11.7;100.721;0.0;100.721;455.681;354.961;100.721;167.155;66.434;100.721;100.721;0.0;100.721;261.972;128.849;133.123
2193;11.7;131.691;0.0;131.691;456.07;324.378;131.691;261.035;129.343;131.691;131.691;0.0;131.691;375.58;207.365;168.215
2194;11.7;154.823;0.0;154.823;374.997;220.174;154.823;310.967;156.144;154.823;154.823;0.0;154.823;446.965;233.266;213.699
2195;11.7;169.533;0.0;169.533;294.154;124.621;169.533;335.063;165.53;169.533;169.533;0.0;169.533;473.473;239.42;234.053
2196;12.2;173.105;0.0;173.105;204.86;31.755;173.105;299.063;125.958;173.105;173.105;0.0;173.105;447.722;179.734;267.988
2197;12.8;164.422;0.0;164.422;164.422;0.0;164.422;256.457;92.035;164.422;183.301;18.879;164.422;392.909;131.248;261.662
2198;13.3;139.868;0.0;139.868;139.868;0.0;139.868;200.492;60.625;139.868;182.152;42.284;139.868;316.21;87.505;228.705
2199;11.3;121.977;0.0;121.977;121.977;0.0;121.977;167.814;45.837;121.977;182.977;61.0;121.977;270.654;68.17;202.484
2200;9.2;95.485;0.0;95.485;95.485;0.0;95.485;123.608;28.123;95.485;161.797;66.312;95.485;206.221;44.631;161.591
2201;7.2;62.005;0.0;62.005;62.005;0.0;62.005;73.138;11.133;62.005;115.97;53.965;62.005;128.387;20.913;107.474
2202;5.4;26.197;0.0;26.197;26.197;0.0;26.197;26.98;0.783;26.197;53.044;26.846;26.197;51.136;4.419;46.717
2203;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2204;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2205;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2206;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2207;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2208;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2209;-0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2210;-1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2211;-1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2212;-1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2213;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2214;-1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2215;-1;11.372;0.0;11.372;12.361;0.989;11.372;11.379;0.008;11.372;11.372;0.0;11.372;22.147;0.147;22
2216;-1.1;28.191;0.0;28.191;29.116;0.925;28.191;28.36;0.169;28.191;28.191;0.0;28.191;54.341;0.341;54
2217;-0.3;45.299;0.0;45.299;46.096;0.797;45.299;45.613;0.314;45.299;45.299;0.0;45.299;86.515;0.515;86
2218;0.4;58.763;0.0;58.763;60.661;1.899;58.763;60.097;1.335;58.763;58.763;0.0;58.763;112.658;2.031;110.628
2219;1.1;68.018;0.0;68.018;69.86;1.842;68.018;70.449;2.431;68.018;68.018;0.0;68.018;130.76;3.572;127.189
2220;1.5;126.741;0.0;126.741;132.096;5.355;126.741;147.995;21.254;126.741;126.741;0.0;126.741;260.959;30.77;230.19
2221;1.8;161.053;0.0;161.053;161.053;0.0;161.053;246.573;85.52;161.053;178.966;17.913;161.053;381.026;123.736;257.291
2222;2.2;165.729;0.0;165.729;165.729;0.0;165.729;327.571;161.842;165.729;280.192;114.463;165.729;464.789;237.277;227.511
2223;2;146.031;0.0;146.031;146.031;0.0;146.031;271.681;125.65;146.031;315.719;169.688;146.031;395.772;190.332;205.44
2224;1.9;116.283;0.0;116.283;116.283;0.0;116.283;196.306;80.024;116.283;308.585;192.302;116.283;299.006;130.145;168.861
2225;1.7;80.543;0.0;80.543;80.543;0.0;80.543;119.294;38.751;80.543;274.656;194.113;80.543;186.083;75.89;110.192
2226;0.6;37.438;0.0;37.438;37.438;0.0;37.438;40.237;2.799;37.438;159.108;121.67;37.438;74.29;20.428;53.863
2227;-0.5;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;0.507;0.0;0.507;1;0;1
2228;-1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2229;-2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2230;-2.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2231;-3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2232;-3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2233;-4.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2234;-5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2235;-4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2236;-4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
